event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
587,34,Switzerland,away, 86 ,Substitution, Fabian Frei , Silvan Widmer 
588,34,Brazil,home, 86 ,Substitution, Alex Telles , Alex Sandro 
589,35,Ghana,away, 21 ,Yellow card, Daniel Amartey ,
590,35,Ghana,away, 24 ,Goal, Mohammed Salisu ,
591,35,South Korea,home, 27 ,Yellow card, Jung Woo-young ,
592,35,Ghana,away, 34 ,Goal, Mohammed Kudus , Jordan Ayew 
593,35,South Korea,home, 45 ,Substitution, Na Sang-ho , Jeong Woo-yeong 
594,35,South Korea,home, 57 ,Substitution, Lee Kang-in , Kwon Chang-hoon 
595,35,South Korea,home, 58 ,Goal, Cho Gue-sung , Lee Kang-in 
596,35,South Korea,home, 61 ,Goal, Cho Gue-sung , Kim Jin-su 
597,35,Ghana,away, 68 ,Goal, Mohammed Kudus , Iñaki Williams 
598,35,Ghana,away, 73 ,Yellow card, Tariq Lamptey ,
599,35,South Korea,home, 77 ,Yellow card, Kim Young-gwon ,
600,35,Ghana,away, 78 ,Substitution, Daniel-Kofi Kyereh , André Ayew 
601,35,Ghana,away, 78 ,Substitution, Denis Odoi , Tariq Lamptey 
602,35,Ghana,away, 78 ,Substitution, Kamaldeen Sulemana , Jordan Ayew 
603,35,South Korea,home, 79 ,Substitution, Hwang Ui-jo , Jung Woo-young 
604,35,Ghana,away, 83 ,Substitution, Alexander Djiku , Mohammed Kudus 
605,35,Ghana,away, 88 ,Substitution, Baba Rahman , Gideon Mensah 
606,35,South Korea,home, 92 ,Substitution, Kwon Kyung-won , Kim Min-jae 
607,36,Cameroon,home, 24 ,Yellow card, Nicolas Nkoulou ,
608,36,Cameroon,home, 29 ,Goal, Jean-Charles Castelletto ,
609,36,Cameroon,home, 30 ,Yellow card, Christian Bassogog ,
610,36,Serbia,away, 46 ,Goal, Strahinja Pavlović , Dušan Tadić 
611,36,Serbia,away, 48 ,Goal, Sergej Milinković-Savić , Andrija Živković 
612,36,Serbia,away, 49 ,Yellow card, Luka Jović ,
613,36,Serbia,away, 53 ,Goal, Aleksandar Mitrović , Andrija Živković 
614,36,Cameroon,home, 55 ,Substitution, Vincent Aboubakar , Martin Hongla 
615,36,Serbia,away, 56 ,Substitution, Stefan Mitrović , Strahinja Pavlović 
616,36,Cameroon,home, 63 ,Goal, Vincent Aboubakar , Jean-Charles Castelletto 
617,36,Cameroon,home, 66 ,Goal, Eric Maxim Choupo-Moting , Vincent Aboubakar 
618,36,Cameroon,home, 67 ,Substitution, Gaël Ondoua , Pierre Kunde 
619,36,Cameroon,home, 67 ,Substitution, Christian Bassogog , Karl Toko Ekambi 
620,36,Serbia,away, 78 ,Substitution, Srđan Babić , Milos Veljkovic 
621,36,Serbia,away, 78 ,Substitution, Nemanja Radonjić , Andrija Živković 
622,36,Serbia,away, 79 ,Substitution, Marko Grujić , Sergej Milinković-Savić 
623,36,Cameroon,home, 81 ,Substitution, Samuel Oum Gouet , André-Frank Zambo Anguissa 
624,36,Cameroon,home, 81 ,Substitution, Georges-Kévin Nkoudou , Bryan Mbeumo 
625,36,Serbia,away, 92 ,Substitution, Filip Đuričić , Filip Kostić 
626,36,Serbia,away, 93 ,Yellow card, Nikola Milenković ,
627,37,Germany,away, 37 ,Yellow card, Thilo Kehrer ,
628,37,Germany,away, 39 ,Disallowed goal,Disallowed goal,
629,37,Spain,home, 44 ,Yellow card, Sergio Busquets ,
630,37,Spain,home, 54 ,Substitution, Álvaro Morata , Ferran Torres 
631,37,Germany,away, 58 ,Yellow card, Leon Goretzka ,
632,37,Germany,away, 60 ,Yellow card, Joshua Kimmich ,
633,37,Spain,home, 62 ,Goal, Álvaro Morata , Jordi Alba 
634,37,Spain,home, 66 ,Substitution, Koke , Marco Asensio 
635,37,Spain,home, 66 ,Substitution, Nico Williams , Gavi 
636,37,Germany,away, 70 ,Substitution, Leroy Sané , Ilkay Gündoğan 
637,37,Germany,away, 70 ,Substitution, Niclas Füllkrug , Thomas Müller 
638,37,Germany,away, 70 ,Substitution, Lukas Klostermann , Thilo Kehrer 
639,37,Spain,home, 82 ,Substitution, Alejandro Baldé , Jordi Alba 
640,37,Germany,away, 83 ,Goal, Niclas Füllkrug , Jamal Musiala 
641,37,Germany,away, 85 ,Substitution, Jonas Hofmann , Serge Gnabry 
642,37,Germany,away, 87 ,Substitution, Nico Schlotterbeck , David Raum 
643,38,Canada,away, 2 ,Goal, Alphonso Davies , Tajon Buchanan 
644,38,Croatia,home, 36 ,Goal, Andrej Kramarić , Ivan Perišić 
645,38,Croatia,home, 44 ,Goal, Marko Livaja , Josip Juranović 
646,38,Canada,away, 45 ,Substitution, Ismaël Koné , Stephen Eustáquio 
647,38,Canada,away, 45 ,Substitution, Jonathan Osorio , Cyle Larin 
648,38,Canada,away, 52 ,Yellow card, Tajon Buchanan ,
649,38,Croatia,home, 56 ,Yellow card, Dejan Lovren ,
650,38,Croatia,home, 60 ,Substitution, Bruno Petković , Marko Livaja 
651,38,Canada,away, 62 ,Substitution, Junior Hoilett , Richie Laryea 
652,38,Croatia,home, 70 ,Goal, Andrej Kramarić , Ivan Perišić 
653,38,Canada,away, 72 ,Substitution, Lucas Cavallini , Jonathan David 
654,38,Croatia,home, 73 ,Substitution, Nikola Vlašić , Andrej Kramarić 
655,38,Canada,away, 73 ,Substitution, Sam Adekugbe , Atiba Hutchinson 
656,38,Canada,away, 85 ,Yellow card, Kamal Miller ,
657,38,Croatia,home, 85 ,Yellow card, Luka Modrić ,
658,38,Croatia,home, 86 ,Substitution, Mislav Oršić , Ivan Perišić 
659,38,Croatia,home, 86 ,Substitution, Mario Pašalić , Luka Modrić 
660,38,Croatia,home, 86 ,Substitution, Lovro Majer , Mateo Kovačić 
661,38,Croatia,home, 94 ,Goal, Lovro Majer , Mislav Oršić 
662,39,Belgium,home, 28 ,Yellow card, Amadou Onana ,
663,39,Morocco,away, 47 ,Disallowed goal,Disallowed goal,
664,39,Belgium,home, 60 ,Substitution, Youri Tielemans , Amadou Onana 
665,39,Belgium,home, 60 ,Substitution, Dries Mertens , Eden Hazard 
666,39,Morocco,away, 67 ,Substitution, Yahia Attiyat Allah , Selim Amallah 
667,39,Morocco,away, 68 ,Substitution, Abdelhamid Sabiri , Achraf Hakimi 
668,39,Morocco,away, 73 ,Goal, Romain Saïss , Abdelhamid Sabiri 
669,39,Morocco,away, 73 ,Substitution, Zakaria Aboukhlal , Sofiane Boufal 
670,39,Morocco,away, 73 ,Substitution, Abderrazak Hamdallah , Youssef En-Nesyri 
671,39,Belgium,home, 75 ,Substitution, Leandro Trossard , Thorgan Hazard 
672,39,Belgium,home, 75 ,Substitution, Charles De Ketelaere , Michy Batshuayi 
673,39,Morocco,away, 78 ,Substitution, Jawad El Yamiq , Azzedine Ounahi 
674,39,Belgium,home, 81 ,Substitution, Romelu Lukaku , Thomas Meunier 
675,39,Morocco,away, 92 ,Goal, Zakaria Aboukhlal , Hakim Ziyech 
676,39,Morocco,away, 95 ,Yellow card, Abdelhamid Sabiri ,
677,40,Costa Rica,away, 41 ,Yellow card, Anthony Contreras ,
678,40,Japan,home, 44 ,Yellow card, Miki Yamane ,
679,40,Japan,home, 45 ,Substitution, Hiroki Ito , Yuto Nagatomo 
680,40,Japan,home, 45 ,Substitution, Takuma Asano , Ayase Ueda 
681,40,Costa Rica,away, 61 ,Yellow card, Celso Borges ,
682,40,Japan,home, 62 ,Substitution, Kaoru Mitoma , Miki Yamane 
683,40,Costa Rica,away, 65 ,Substitution, Brandon Aguilera , Gerson Torres 
684,40,Costa Rica,away, 65 ,Substitution, Jewison Bennette , Anthony Contreras 
685,40,Japan,home, 67 ,Substitution, Junya Ito , Ritsu Dōan 
686,40,Costa Rica,away, 70 ,Yellow card, Francisco Calvo ,
687,40,Costa Rica,away, 81 ,Goal, Keysher Fuller , Yeltsin Tejeda 
688,40,Japan,home, 82 ,Substitution, Takumi Minamino , Yuki Soma 
689,40,Japan,home, 84 ,Yellow card, Ko Itakura ,
690,40,Costa Rica,away, 89 ,Substitution, Youstin Salas , Celso Borges 
691,40,Japan,home, 93 ,Yellow card, Wataru Endo ,
692,40,Costa Rica,away, 95 ,Substitution, Daniel Chacón , Joel Campbell 
693,41,Mexico,away, 22 ,Yellow card, Néstor Araujo ,
694,41,Mexico,away, 42 ,Substitution, Érick Gutiérrez , Andrés Guardado 
695,41,Argentina,home, 43 ,Yellow card, Gonzalo Montiel ,
696,41,Mexico,away, 50 ,Yellow card, Érick Gutiérrez ,
697,41,Argentina,home, 57 ,Substitution, Enzo Fernández , Guido Rodríguez 
698,41,Argentina,home, 63 ,Substitution, Julián Álvarez , Lautaro Martínez 
699,41,Argentina,home, 63 ,Substitution, Nahuel Molina , Gonzalo Montiel 
700,41,Argentina,home, 64 ,Goal, Lionel Messi , Ángel Di María 
701,41,Mexico,away, 66 ,Substitution, Uriel Antuna , Alexis Vega 
702,41,Mexico,away, 66 ,Yellow card, Héctor Herrera ,
703,41,Mexico,away, 66 ,Substitution, Raúl Jiménez , Kevin Álvarez 
704,41,Argentina,home, 69 ,Substitution, Cristian Romero , Ángel Di María 
705,41,Argentina,home, 69 ,Substitution, Exequiel Palacios , Alexis Mac Allister 
706,41,Mexico,away, 73 ,Substitution, Roberto Alvarado , Hirving Lozano 
707,41,Argentina,home, 87 ,Goal, Enzo Fernández , Lionel Messi 
708,41,Mexico,away, 89 ,Yellow card, Roberto Alvarado ,
709,42,Denmark,away, 20 ,Yellow card, Andreas Christensen ,
710,42,Denmark,away, 23 ,Yellow card, Andreas Cornelius ,
711,42,France,home, 43 ,Yellow card, Jules Koundé ,
712,42,Denmark,away, 45 ,Substitution, Martin Braithwaite , Andreas Cornelius 
713,42,France,home, 61 ,Goal, Kylian Mbappé , Theo Hernandez 
714,42,France,home, 62 ,Substitution, Marcus Thuram , Olivier Giroud 
715,42,Denmark,away, 68 ,Goal, Andreas Christensen , Joachim Andersen 
716,42,Denmark,away, 73 ,Substitution, Kasper Dolberg , Mikkel Damsgaard 
717,42,France,home, 75 ,Substitution, Ibrahima Konaté , Raphaël Varane 
718,42,France,home, 75 ,Substitution, Kingsley Coman , Ousmane Dembélé 
719,42,Denmark,away, 85 ,Substitution, Christian Nørgaard , Jesper Lindstrøm 
720,42,France,home, 86 ,Goal, Kylian Mbappé , Antoine Griezmann 
721,42,Denmark,away, 92 ,Substitution, Alexander Bah , Rasmus Kristensen 
722,42,France,home, 93 ,Substitution, Youssouf Fofana , Antoine Griezmann 
723,43,Poland,home, 15 ,Yellow card, Jakub Kiwior ,
724,43,Poland,home, 16 ,Yellow card, Matty Cash ,
725,43,Poland,home, 19 ,Yellow card, Arek Milik ,
726,43,Saudi Arabia,away, 20 ,Yellow card, Abdulellah Al-Malki ,
727,43,Poland,home, 39 ,Goal, Piotr Zieliński , Robert Lewandowski 
728,43,Saudi Arabia,away, 46 ,Missed penalty, Salem Al-Dawsari , Missed penalty 
729,43,Saudi Arabia,away, 49 ,Yellow card, Abdulelah Al-Amri ,
730,43,Saudi Arabia,away, 45 ,Substitution, Nawaf Al-Abed , Sami Al-Najei 
731,43,Poland,home, 63 ,Substitution, Jakub Kamiński , Piotr Zieliński 
732,43,Saudi Arabia,away, 65 ,Substitution, Sultan Al-Ghanam , Mohammed Al-Breik 
733,43,Poland,home, 71 ,Substitution, Krzysztof Piątek , Arek Milik 
734,43,Poland,home, 82 ,Goal, Robert Lewandowski ,
735,43,Saudi Arabia,away, 85 ,Substitution, Abdulrahman Al-Aboud , Abdulellah Al-Malki 
736,43,Saudi Arabia,away, 86 ,Substitution, Nasser Al-Dawsari , Saleh Al-Shehri 
737,43,Saudi Arabia,away, 95 ,Substitution, Hattan Bahebri , Nawaf Al-Abed 
738,44,Australia,away, 23 ,Goal, Mitchell Duke ,
739,44,Tunisia,home, 26 ,Yellow card, Aïssa Laïdouni ,
740,44,Tunisia,home, 45 ,Substitution, Ferjani Sassi , Mohamed Dräger 
741,44,Australia,away, 64 ,Substitution, Jamie Maclaren , Mitchell Duke 
742,44,Australia,away, 64 ,Substitution, Ajdin Hrustić , Riley McGree 
743,44,Tunisia,home, 64 ,Yellow card, Ali Abdi ,
744,44,Tunisia,home, 67 ,Substitution, Wahbi Khazri , Aïssa Laïdouni 
745,44,Tunisia,home, 73 ,Substitution, Taha Yassine Khenissi , Issam Jebali 
746,44,Tunisia,home, 73 ,Substitution, Wajdi Kechrida , Dylan Bronn 
747,44,Australia,away, 75 ,Substitution, Miloš Degenek , Fran Karačić 
748,44,Australia,away, 85 ,Substitution, Awer Mabil , Craig Goodwin 
749,44,Australia,away, 85 ,Substitution, Keanu Baccus , Mathew Leckie 
750,44,Tunisia,home, 93 ,Yellow card, Ferjani Sassi ,
751,45,England,home, 68 ,Substitution, Jack Grealish , Raheem Sterling 
752,45,England,home, 69 ,Substitution, Jordan Henderson , Jude Bellingham 
753,45,USA,away, 77 ,Substitution, Brenden Aaronson , Weston McKennie 
754,45,USA,away, 78 ,Substitution, Shaq Moore , Sergiño Dest 
755,45,England,home, 78 ,Substitution, Marcus Rashford , Bukayo Saka 
756,45,USA,away, 83 ,Substitution, Giovanni Reyna , Tim Weah 
757,45,USA,away, 83 ,Substitution, Josh Sargent , Haji Wright 
758,46,Netherlands,home, 6 ,Goal, Cody Gakpo , Davy Klaassen 
759,46,Netherlands,home, 45 ,Substitution, Memphis , Steven Bergwijn 
760,46,Ecuador,away, 49 ,Goal, Enner Valencia ,
761,46,Ecuador,away, 57 ,Yellow card, Jhegson Méndez ,
762,46,Netherlands,home, 69 ,Substitution, Steven Berghuis , Davy Klaassen 
763,46,Ecuador,away, 74 ,Substitution, Jeremy Sarmiento , Michael Estrada 
764,46,Netherlands,home, 79 ,Substitution, Marten de Roon , Teun Koopmeiners 
765,46,Netherlands,home, 80 ,Substitution, Wout Weghorst , Cody Gakpo 
766,46,Ecuador,away, 90 ,Substitution, Kevin Rodríguez , Enner Valencia 
767,46,Ecuador,away, 90 ,Substitution, Romario Ibarra , Gonzalo Plata 
768,47,Qatar,home, 20 ,Yellow card, Ismail Mohammad ,
769,47,Senegal,away, 30 ,Yellow card, Boulaye Dia ,
770,47,Senegal,away, 41 ,Goal, Boulaye Dia ,
771,47,Qatar,home, 47 ,Yellow card, Homam Ahmed ,
772,47,Senegal,away, 48 ,Goal, Famara Diédhiou , Ismail Jakobs 
773,47,Senegal,away, 52 ,Yellow card, Ismail Jakobs ,
774,47,Senegal,away, 64 ,Substitution, Pathé Ciss , Krépin Diatta 
775,47,Qatar,home, 69 ,Substitution, Abdulaziz Hatem , Karim Boudiaf 
776,47,Senegal,away, 74 ,Substitution, Bamba Dieng , Famara Diédhiou 
777,47,Qatar,home, 74 ,Substitution, Mohammed Muntari , Hassan Al Haydos 
778,47,Senegal,away, 74 ,Substitution, Iliman Ndiaye , Ismaïla Sarr 
779,47,Senegal,away, 77 ,Substitution, Pape Abou Cissé , Ismail Jakobs 
780,47,Senegal,away, 77 ,Substitution, Pape Matar Sarr , Nampalys Mendy 
781,47,Qatar,home, 78 ,Goal, Mohammed Muntari , Ismail Mohammad 
782,47,Qatar,home, 83 ,Substitution, Tarek Salman , Homam Ahmed 
783,47,Qatar,home, 83 ,Substitution, Mohammed Waad , Pedro Miguel 
784,47,Senegal,away, 84 ,Goal, Bamba Dieng , Iliman Ndiaye 
785,47,Senegal,away, 87 ,Yellow card, Pathé Ciss ,
786,47,Qatar,home, 91 ,Yellow card, Assim Madibo ,
787,48,Iran,away, 15 ,Disallowed goal,Disallowed goal,
788,48,Wales,home, 48 ,Yellow card, Joe Rodon ,
789,48,Wales,home, 57 ,Substitution, Brennan Johnson , Connor Roberts 
790,48,Wales,home, 58 ,Substitution, Daniel James , Harry Wilson 
791,48,Iran,away, 68 ,Substitution, Karim Ansarifard , Sardar Azmoun 
792,48,Iran,away, 77 ,Substitution, Alireza Jahanbakhsh , Ali Gholizadeh 
793,48,Iran,away, 77 ,Substitution, Mehdi Torabi , Ehsan Hajsafi 
794,48,Wales,home, 77 ,Substitution, Joe Allen , Ethan Ampadu 
795,48,Iran,away, 78 ,Substitution, Roozbeh Cheshmi , Ahmad Nourollahi 
796,48,Iran,away, 83 ,Substitution, Ali Karimi , Saeid Ezatolahi 
797,48,Wales,home, 86 ,Red card, Wayne Hennessey ,
798,48,Wales,home, 87 ,Substitution, Danny Ward , Aaron Ramsey 
799,48,Iran,away, 94 ,Yellow card, Ramin Rezaeian ,
800,48,Iran,away, 95 ,Yellow card, Alireza Jahanbakhsh ,
801,48,Iran,away, 98 ,Goal, Roozbeh Cheshmi ,
802,48,Iran,away, 101 ,Goal, Ramin Rezaeian , Mehdi Taremi 
803,49,Serbia,away, 7 ,Yellow card, Strahinja Pavlović ,
804,49,Serbia,away, 49 ,Yellow card, Nemanja Gudelj ,
805,49,Serbia,away, 57 ,Substitution, Ivan Ilić , Nemanja Gudelj 
806,49,Serbia,away, 57 ,Substitution, Nemanja Radonjić , Andrija Živković 
807,49,Brazil,home, 62 ,Goal, Richarlison ,
808,49,Serbia,away, 64 ,Yellow card, Saša Lukić ,
809,49,Serbia,away, 66 ,Substitution, Darko Lazović , Saša Lukić 
810,49,Serbia,away, 66 ,Substitution, Dušan Vlahović , Filip Mladenović 
811,49,Brazil,home, 73 ,Goal, Richarlison , Vinícius Júnior 
812,49,Brazil,home, 75 ,Substitution, Fred , Lucas Paquetá 
813,49,Brazil,home, 76 ,Substitution, Rodrygo , Vinícius Júnior 
814,49,Brazil,home, 79 ,Substitution, Gabriel Jesus , Richarlison 
815,49,Brazil,home, 80 ,Substitution, Antony , Neymar 
816,49,Serbia,away, 83 ,Substitution, Nemanja Maksimović , Aleksandar Mitrović 
817,49,Brazil,home, 87 ,Substitution, Gabriel Martinelli , Raphinha 
818,50,Ghana,away, 45 ,Yellow card, Mohammed Kudus ,
819,50,Ghana,away, 49 ,Yellow card, André Ayew ,
820,50,Portugal,home, 56 ,Substitution, William Carvalho , Otávio 
821,50,Ghana,away, 57 ,Yellow card, Alidu Seidu ,
822,50,Portugal,home, 65 ,Penalty, Cristiano Ronaldo , Penalty 
823,50,Ghana,away, 66 ,Substitution, Tariq Lamptey , Alidu Seidu 
824,50,Ghana,away, 73 ,Goal, André Ayew ,
825,50,Ghana,away, 77 ,Substitution, Osman Bukari , Mohammed Kudus 
826,50,Portugal,home, 77 ,Substitution, Rafael Leão , Rúben Neves 
827,50,Ghana,away, 77 ,Substitution, Jordan Ayew , André Ayew 
828,50,Portugal,home, 78 ,Goal, João Félix , Bruno Fernandes 
829,50,Portugal,home, 80 ,Goal, Rafael Leão , Bruno Fernandes 
830,50,Portugal,home, 88 ,Substitution, João Palhinha , Bernardo Silva 
831,50,Portugal,home, 88 ,Substitution, João Mário , João Félix 
832,50,Portugal,home, 88 ,Substitution, Gonçalo Ramos , Cristiano Ronaldo 
833,50,Ghana,away, 89 ,Goal, Osman Bukari ,
834,50,Portugal,home, 91 ,Yellow card, Danilo Pereira ,
835,50,Ghana,away, 91 ,Yellow card, Iñaki Williams ,
836,50,Ghana,away, 92 ,Substitution, Daniel-Kofi Kyereh , Alexander Djiku 
837,50,Ghana,away, 92 ,Substitution, Antoine Semenyo , Salis Abdul Samed 
838,50,Portugal,home, 95 ,Yellow card, Bruno Fernandes ,
839,51,Uruguay,home, 57 ,Yellow card, Martín Cáceres ,
840,51,Uruguay,home, 64 ,Substitution, Edinson Cavani , Luis Suárez 
841,51,South Korea,away, 74 ,Substitution, Cho Gue-sung , Hwang Ui-jo 
842,51,South Korea,away, 74 ,Substitution, Son Jun-ho , Lee Jae-sung 
843,51,South Korea,away, 75 ,Substitution, Lee Kang-in , Na Sang-ho 
844,51,Uruguay,home, 78 ,Substitution, Nicolás de la Cruz , Matías Vecino 
845,51,Uruguay,home, 79 ,Substitution, Matías Viña , Mathías Olivera 
846,51,South Korea,away, 88 ,Yellow card, Cho Gue-sung ,
847,51,Uruguay,home, 88 ,Substitution, Guillermo Varela , Facundo Pellistri 
848,52,Cameroon,away, 36 ,Yellow card, C Fai ,
849,52,Switzerland,home, 48 ,Goal, Breel Embolo , Xherdan Shaqiri 
850,52,Switzerland,home, 64 ,Yellow card, Nico Elvedi ,
851,52,Cameroon,away, 68 ,Substitution, Gaël Ondoua , Martin Hongla 
852,52,Switzerland,home, 71 ,Substitution, Fabian Frei , Djibril Sow 
853,52,Switzerland,home, 72 ,Substitution, Noah Okafor , Xherdan Shaqiri 
854,52,Switzerland,home, 72 ,Substitution, Haris Seferovic , Breel Embolo 
855,52,Cameroon,away, 74 ,Substitution, Vincent Aboubakar , Eric Maxim Choupo-Moting 
856,52,Cameroon,away, 74 ,Substitution, Georges-Kévin Nkoudou , Karl Toko Ekambi 
857,52,Switzerland,home, 81 ,Substitution, Fabian Rieder , Ruben Vargas 
858,52,Cameroon,away, 81 ,Substitution, Moumi Ngamaleu , Bryan Mbeumo 
859,52,Switzerland,home, 83 ,Yellow card, Manuel Akanji ,
860,52,Switzerland,home, 90 ,Substitution, Eray Cömert , Ricardo Rodríguez 
861,53,Belgium,home, 9 ,Yellow card, Yannick Carrasco ,
862,53,Canada,away, 10 ,Missed penalty, Alphonso Davies , Missed penalty 
863,53,Belgium,home, 44 ,Goal, Michy Batshuayi , Toby Alderweireld 
864,53,Belgium,home, 45 ,Substitution, Thomas Meunier , Yannick Carrasco 
