event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
185,9,Portugal,home,74.0,Substitution, Vitinha , Otávio 
186,9,Portugal,home,81.0,Substitution, Rúben Neves , Bernardo Silva 
187,9,Portugal,home,87.0,Substitution, Rafael Leão , Bruno Fernandes 
188,9,Switzerland,away,89.0,Substitution, Ardon Jashari , Breel Embolo 
189,9,Portugal,home,92.0,Goal, Rafael Leão , Raphaël Guerreiro 
190,10,Spain,away,63.0,Substitution, Álvaro Morata , Marco Asensio 
191,10,Spain,away,63.0,Substitution, Carlos Soler , Gavi 
192,10,Morocco,home,66.0,Substitution, Abdessamad Ezzalzouli , Sofiane Boufal 
193,10,Spain,away,75.0,Substitution, Nico Williams , Ferran Torres 
194,10,Spain,away,76.0,Yellow card, Aymeric Laporte ,sin información
195,10,Morocco,home,82.0,Substitution, Walid Cheddira , Selim Amallah 
196,10,Morocco,home,82.0,Substitution, Abdelhamid Sabiri , Youssef En-Nesyri 
197,10,Morocco,home,82.0,Substitution, Yahia Attiyat Allah , Noussair Mazraoui 
198,10,Morocco,home,84.0,Substitution, Jawad El Yamiq , Nayef Aguerd 
199,10,Morocco,home,90.0,Yellow card, Romain Saïss ,sin información
200,10,Spain,away,98.0,Substitution, Ansu Fati , Dani Olmo 
201,10,Spain,away,98.0,Substitution, Alejandro Baldé , Jordi Alba 
202,10,Spain,away,118.0,Substitution, Pablo Sarabia , Nico Williams 
203,10,Morocco,home,120.0,Substitution, Badr Benoun , Azzedine Ounahi 
204,10,Morocco,home,0.0,PK,sin información,sin información
205,10,Spain,away,0.0,PK,sin información,sin información
206,10,Morocco,home,0.0,PK,sin información,sin información
207,10,Spain,away,0.0,PK,sin información,sin información
208,10,Morocco,home,0.0,PK,sin información,sin información
209,10,Spain,away,0.0,PK,sin información,sin información
210,10,Morocco,home,0.0,PK,sin información,sin información
211,11,Brazil,home,7.0,Goal, Vinícius Júnior , Neymar 
212,11,Brazil,home,13.0,Penalty, Neymar , Penalty 
213,11,Brazil,home,29.0,Goal, Richarlison , Thiago Silva 
214,11,Brazil,home,36.0,Goal, Lucas Paquetá , Vinícius Júnior 
215,11,South Korea,away,44.0,Yellow card, Jung Woo-young ,sin información
216,11,South Korea,away,45.0,Substitution, Hong Chul , Kim Jin-su 
217,11,South Korea,away,45.0,Substitution, Son Jun-ho , Jung Woo-young 
218,11,Brazil,home,63.0,Substitution, Dani Alves , Éder Militão 
219,11,South Korea,away,65.0,Substitution, Paik Seung-ho , Hwang In-beom 
220,11,Brazil,home,72.0,Substitution, Bremer , Danilo 
221,11,Brazil,home,72.0,Substitution, Gabriel Martinelli , Vinícius Júnior 
222,11,South Korea,away,74.0,Substitution, Lee Kang-in , Lee Jae-sung 
223,11,South Korea,away,76.0,Goal, Paik Seung-ho ,sin información
224,11,Brazil,home,80.0,Substitution, Weverton , Alisson 
225,11,South Korea,away,80.0,Substitution, Hwang Ui-jo , Cho Gue-sung 
226,11,Brazil,home,81.0,Substitution, Rodrygo , Neymar 
227,12,Japan,home,43.0,Goal, Daizen Maeda , Maya Yoshida 
228,12,Croatia,away,55.0,Goal, Ivan Perišić , Dejan Lovren 
229,12,Croatia,away,62.0,Substitution, Ante Budimir , Bruno Petković 
230,12,Japan,home,64.0,Substitution, Kaoru Mitoma , Yuto Nagatomo 
231,12,Japan,home,64.0,Substitution, Takuma Asano , Daizen Maeda 
232,12,Croatia,away,68.0,Substitution, Mario Pašalić , Andrej Kramarić 
233,12,Japan,home,75.0,Substitution, Hiroki Sakai , Daichi Kamada 
234,12,Japan,home,87.0,Substitution, Takumi Minamino , Ritsu Dōan 
235,12,Croatia,away,90.0,Yellow card, Mateo Kovačić ,sin información
236,12,Croatia,away,99.0,Substitution, Lovro Majer , Luka Modrić 
237,12,Croatia,away,99.0,Substitution, Nikola Vlašić , Mateo Kovačić 
238,12,Japan,home,105.0,Substitution, Ao Tanaka , Hidemasa Morita 
239,12,Croatia,away,105.0,Substitution, Marko Livaja , Ante Budimir 
240,12,Croatia,away,105.0,Substitution, Mislav Oršić , Ivan Perišić 
241,12,Croatia,away,116.0,Yellow card, Borna Barišić ,sin información
242,12,Japan,home,0.0,PK,sin información,sin información
243,12,Croatia,away,0.0,PK,sin información,sin información
244,12,Japan,home,0.0,PK,sin información,sin información
245,12,Croatia,away,0.0,PK,sin información,sin información
246,12,Japan,home,0.0,PK,sin información,sin información
247,12,Croatia,away,0.0,PK,sin información,sin información
248,12,Japan,home,0.0,PK,sin información,sin información
249,12,Croatia,away,0.0,PK,sin información,sin información
250,13,England,home,39.0,Goal, Jordan Henderson , Jude Bellingham 
251,13,England,home,48.0,Goal, Harry Kane , Phil Foden 
252,13,Senegal,away,45.0,Substitution, Pape Gueye , Pathé Ciss 
253,13,Senegal,away,45.0,Substitution, Bamba Dieng , Iliman Ndiaye 
254,13,Senegal,away,45.0,Substitution, Pape Matar Sarr , Krépin Diatta 
255,13,England,home,57.0,Goal, Bukayo Saka , Phil Foden 
256,13,England,home,65.0,Substitution, Marcus Rashford , Bukayo Saka 
257,13,England,home,65.0,Substitution, Jack Grealish , Phil Foden 
258,13,Senegal,away,72.0,Substitution, Famara Diédhiou , Boulaye Dia 
259,13,Senegal,away,76.0,Yellow card, Kalidou Koulibaly ,sin información
260,13,England,home,76.0,Substitution, Mason Mount , Jude Bellingham 
261,13,England,home,77.0,Substitution, Eric Dier , John Stones 
262,13,England,home,82.0,Substitution, Kalvin Phillips , Jordan Henderson 
263,13,Senegal,away,84.0,Substitution, Fodé Ballo-Touré , Ismail Jakobs 
264,14,France,home,31.0,Yellow card, Aurélien Tchouaméni ,sin información
265,14,France,home,44.0,Goal, Olivier Giroud , Kylian Mbappé 
266,14,Poland,away,47.0,Yellow card, Bartosz Bereszyński ,sin información
267,14,Poland,away,64.0,Substitution, Arek Milik , Sebastian Szymański 
268,14,France,home,66.0,Substitution, Youssouf Fofana , Aurélien Tchouaméni 
269,14,Poland,away,71.0,Substitution, Nicola Zalewski , Jakub Kamiński 
270,14,Poland,away,71.0,Substitution, Krystian Bielik , Grzegorz Krychowiak 
271,14,France,home,74.0,Goal, Kylian Mbappé , Ousmane Dembélé 
272,14,France,home,76.0,Substitution, Marcus Thuram , Olivier Giroud 
273,14,France,home,76.0,Substitution, Kingsley Coman , Ousmane Dembélé 
274,14,Poland,away,86.0,Substitution, Jan Bednarek , Jakub Kiwior 
275,14,Poland,away,87.0,Substitution, Kamil Grosicki , Przemysław Frankowski 
276,14,Poland,away,88.0,Yellow card, Matty Cash ,sin información
277,14,France,home,91.0,Goal, Kylian Mbappé , Marcus Thuram 
278,14,France,home,92.0,Substitution, Axel Disasi , Jules Koundé 
279,14,Poland,away,99.0,Penalty, Robert Lewandowski , Penalty 
280,15,Australia,away,15.0,Yellow card, Jackson Irvine ,sin información
281,15,Argentina,home,35.0,Goal, Lionel Messi , Nicolás Otamendi 
282,15,Australia,away,38.0,Yellow card, Miloš Degenek ,sin información
283,15,Argentina,home,50.0,Substitution, Lisandro Martínez , Papu Gómez 
284,15,Argentina,home,57.0,Goal, Julián Álvarez ,sin información
285,15,Australia,away,58.0,Substitution, Ajdin Hrustić , Keanu Baccus 
286,15,Australia,away,58.0,Substitution, Craig Goodwin , Riley McGree 
287,15,Argentina,home,71.0,Substitution, Lautaro Martínez , Julián Álvarez 
288,15,Argentina,home,72.0,Substitution, Nicolás Tagliafico , Marcos Acuña 
289,15,Australia,away,72.0,Substitution, Jamie Maclaren , Mitchell Duke 
290,15,Australia,away,72.0,Substitution, Garang Kuol , Mathew Leckie 
291,15,Australia,away,72.0,Substitution, Fran Karačić , Miloš Degenek 
292,15,Australia,away,77.0,Own goal, Enzo Fernández , Own goal 
293,15,Argentina,home,80.0,Substitution, Gonzalo Montiel , Alexis Mac Allister 
294,15,Argentina,home,80.0,Substitution, Exequiel Palacios , Nahuel Molina 
295,16,Netherlands,home,10.0,Goal, Memphis , Denzel Dumfries 
296,16,Netherlands,home,46.0,Goal, Daley Blind , Denzel Dumfries 
297,16,Netherlands,home,45.0,Substitution, Teun Koopmeiners , Davy Klaassen 
298,16,USA,away,45.0,Substitution, Giovanni Reyna , Jesús Ferreira 
299,16,Netherlands,home,45.0,Substitution, Steven Bergwijn , Marten de Roon 
300,16,Netherlands,home,60.0,Yellow card, Teun Koopmeiners ,sin información
301,16,USA,away,67.0,Substitution, Brenden Aaronson , Tim Weah 
302,16,USA,away,67.0,Substitution, Haji Wright , Weston McKennie 
303,16,USA,away,75.0,Substitution, DeAndre Yedlin , Sergiño Dest 
304,16,USA,away,76.0,Goal, Haji Wright , Christian Pulisic 
305,16,Netherlands,home,81.0,Goal, Denzel Dumfries , Daley Blind 
306,16,Netherlands,home,83.0,Substitution, Xavi Simons , Memphis 
307,16,Netherlands,home,87.0,Yellow card, Frenkie de Jong ,sin información
308,16,USA,away,92.0,Substitution, Jordan Morris , Antonee Robinson 
309,16,Netherlands,home,93.0,Substitution, Matthijs de Ligt , Nathan Aké 
310,16,Netherlands,home,93.0,Substitution, Wout Weghorst , Cody Gakpo 
311,17,Cameroon,home,6.0,Yellow card, Nouhou Tolo ,sin información
312,17,Brazil,away,7.0,Yellow card, Éder Militão ,sin información
313,17,Cameroon,home,28.0,Yellow card, Pierre Kunde ,sin información
314,17,Cameroon,home,32.0,Yellow card, C Fai ,sin información
315,17,Brazil,away,54.0,Substitution, Marquinhos , Alex Telles 
316,17,Brazil,away,55.0,Substitution, Éverton Ribeiro , Rodrygo 
317,17,Brazil,away,55.0,Substitution, Bruno Guimarães , Fred 
318,17,Cameroon,home,64.0,Substitution, Karl Toko Ekambi , Bryan Mbeumo 
319,17,Brazil,away,64.0,Substitution, Pedro , Gabriel Jesus 
320,17,Cameroon,home,68.0,Substitution, Olivier Ntcham , Pierre Kunde 
321,17,Brazil,away,79.0,Substitution, Raphinha , Antony 
322,17,Cameroon,home,81.0,Yellow card, Vincent Aboubakar ,sin información
323,17,Brazil,away,85.0,Yellow card, Bruno Guimarães ,sin información
324,17,Cameroon,home,86.0,Substitution, Jerome Ngom Mbekeli , Moumi Ngamaleu 
325,17,Cameroon,home,92.0,Goal, Vincent Aboubakar , Jerome Ngom Mbekeli 
326,17,Cameroon,home,93.0,Second yellow card, Vincent Aboubakar ,sin información
327,18,Switzerland,away,15.0,Yellow card, Silvan Widmer ,sin información
328,18,Switzerland,away,20.0,Goal, Xherdan Shaqiri , Djibril Sow 
329,18,Serbia,home,26.0,Goal, Aleksandar Mitrović , Dušan Tadić 
330,18,Switzerland,away,34.0,Yellow card, Ruben Vargas ,sin información
331,18,Serbia,home,35.0,Goal, Dušan Vlahović ,sin información
332,18,Switzerland,away,44.0,Goal, Breel Embolo , Silvan Widmer 
333,18,Serbia,home,47.0,Yellow card, Sergej Milinković-Savić ,sin información
334,18,Switzerland,away,48.0,Goal, Remo Freuler , Ruben Vargas 
335,18,Serbia,home,55.0,Substitution, Nemanja Gudelj , Milos Veljkovic 
336,18,Serbia,home,55.0,Substitution, Luka Jović , Dušan Vlahović 
337,18,Serbia,home,56.0,Yellow card, Strahinja Pavlović ,sin información
338,18,Serbia,home,66.0,Yellow card, Predrag Rajković ,sin información
339,18,Serbia,home,67.0,Substitution, Nemanja Maksimović , Sergej Milinković-Savić 
340,18,Switzerland,away,68.0,Substitution, Edimilson Fernandes , Djibril Sow 
341,18,Switzerland,away,69.0,Substitution, Denis Zakaria , Xherdan Shaqiri 
342,18,Serbia,home,78.0,Substitution, Filip Đuričić , Dušan Tadić 
343,18,Serbia,home,78.0,Substitution, Nemanja Radonjić , Andrija Živković 
344,18,Serbia,home,81.0,Yellow card, Nemanja Gudelj ,sin información
345,18,Serbia,home,82.0,Yellow card, Aleksandar Mitrović ,sin información
346,18,Switzerland,away,83.0,Substitution, Christian Fassnacht , Ruben Vargas 
347,18,Switzerland,away,95.0,Yellow card, Granit Xhaka ,sin información
348,18,Serbia,home,95.0,Yellow card, Nikola Milenković ,sin información
349,18,Switzerland,away,96.0,Substitution, Noah Okafor , Breel Embolo 
350,18,Switzerland,away,99.0,Yellow card, Fabian Schär ,sin información
351,18,Serbia,home,100.0,Yellow card, Saša Lukić ,sin información
352,19,Portugal,away,5.0,Goal, Ricardo Horta , Diogo Dalot 
353,19,South Korea,home,27.0,Goal, Kim Young-gwon ,sin información
354,19,South Korea,home,36.0,Yellow card, Lee Kang-in ,sin información
355,19,Portugal,away,65.0,Substitution, João Palhinha , Matheus Nunes 
356,19,Portugal,away,65.0,Substitution, Rafael Leão , Rúben Neves 
357,19,Portugal,away,65.0,Substitution, André Silva , Cristiano Ronaldo 
358,19,South Korea,home,66.0,Substitution, Hwang Hee-chan , Lee Jae-sung 
359,19,South Korea,home,81.0,Substitution, Son Jun-ho , Kim Young-gwon 
360,19,South Korea,home,81.0,Substitution, Hwang Ui-jo , Lee Kang-in 
361,19,Portugal,away,81.0,Substitution, Bernardo Silva , Vitinha 
362,19,Portugal,away,82.0,Substitution, William Carvalho , João Mário 
363,19,South Korea,home,91.0,Goal, Hwang Hee-chan , Son Heung-min 
364,19,South Korea,home,92.0,Yellow card, Hwang Hee-chan ,sin información
365,19,South Korea,home,93.0,Substitution, Cho Yu-min , Cho Gue-sung 
366,20,Uruguay,away,19.0,Yellow card, Darwin Núñez ,sin información
367,20,Ghana,home,21.0,Missed penalty, André Ayew , Missed penalty 
368,20,Uruguay,away,26.0,Goal, Giorgian de Arrascaeta ,sin información
369,20,Uruguay,away,32.0,Goal, Giorgian de Arrascaeta , Luis Suárez 
370,20,Uruguay,away,34.0,Substitution, Matías Vecino , Rodrigo Bentancur 
371,20,Ghana,home,45.0,Substitution, Kamaldeen Sulemana , Jordan Ayew 
372,20,Ghana,home,45.0,Substitution, Osman Bukari , André Ayew 
373,20,Uruguay,away,60.0,Yellow card, Luis Suárez ,sin información
374,20,Uruguay,away,66.0,Substitution, Nicolás de la Cruz , Facundo Pellistri 
375,20,Uruguay,away,66.0,Substitution, Edinson Cavani , Luis Suárez 
376,20,Ghana,home,72.0,Substitution, Antoine Semenyo , Iñaki Williams 
377,20,Ghana,home,72.0,Substitution, Daniel-Kofi Kyereh , Salis Abdul Samed 
378,20,Uruguay,away,80.0,Substitution, Maxi Gómez , Darwin Núñez 
379,20,Uruguay,away,80.0,Substitution, Agustín Canobbio , Giorgian de Arrascaeta 
380,20,Ghana,home,86.0,Yellow card, Kamaldeen Sulemana ,sin información
381,20,Uruguay,away,87.0,Yellow card, Sebastián Coates ,sin información
382,20,Ghana,home,98.0,Substitution, Abdul Fatawu Issahaku , Mohammed Kudus 
383,20,Ghana,home,99.0,Yellow card, Alidu Seidu ,sin información
384,20,Uruguay,away,100.0,Yellow card, Edinson Cavani ,sin información
385,20,Uruguay,away,100.0,Yellow card, José Giménez ,sin información
386,21,Spain,away,11.0,Goal, Álvaro Morata , César Azpilicueta 
387,21,Japan,home,39.0,Yellow card, Ko Itakura ,sin información
388,21,Japan,home,44.0,Yellow card, Shogo Taniguchi ,sin información
389,21,Japan,home,45.0,Yellow card, Maya Yoshida ,sin información
390,21,Japan,home,45.0,Substitution, Ritsu Dōan , Takefusa Kubo 
391,21,Spain,away,45.0,Substitution, Dani Carvajal , César Azpilicueta 
392,21,Japan,home,45.0,Substitution, Kaoru Mitoma , Yuto Nagatomo 
393,21,Japan,home,48.0,Goal, Ritsu Dōan , Junya Ito 
394,21,Japan,home,51.0,Goal, Ao Tanaka , Kaoru Mitoma 
395,21,Spain,away,57.0,Substitution, Ferran Torres , Nico Williams 
396,21,Spain,away,57.0,Substitution, Marco Asensio , Álvaro Morata 
397,21,Japan,home,62.0,Substitution, Takuma Asano , Daizen Maeda 
398,21,Spain,away,68.0,Substitution, Ansu Fati , Gavi 
399,21,Spain,away,68.0,Substitution, Jordi Alba , Alejandro Baldé 
400,21,Japan,home,69.0,Substitution, Takehiro Tomiyasu , Daichi Kamada 
401,21,Japan,home,87.0,Substitution, Wataru Endo , Ao Tanaka 
402,22,Germany,away,10.0,Goal, Serge Gnabry , David Raum 
403,22,Costa Rica,home,45.0,Substitution, Youstin Salas , Brandon Aguilera 
404,22,Germany,away,45.0,Substitution, Lukas Klostermann , Leon Goretzka 
405,22,Germany,away,55.0,Substitution, Niclas Füllkrug , Ilkay Gündoğan 
406,22,Costa Rica,home,58.0,Goal, Yeltsin Tejeda ,sin información
407,22,Germany,away,66.0,Substitution, Kai Havertz , Thomas Müller 
408,22,Germany,away,67.0,Substitution, Mario Götze , David Raum 
409,22,Costa Rica,home,70.0,Goal, Juan Pablo Vargas ,sin información
410,22,Germany,away,73.0,Goal, Kai Havertz , Niclas Füllkrug 
411,22,Costa Rica,home,74.0,Substitution, Rónald Matarrita , Johan Venegas 
412,22,Costa Rica,home,74.0,Substitution, Jewison Bennette , Keysher Fuller 
413,22,Costa Rica,home,76.0,Yellow card, Óscar Duarte ,sin información
414,22,Germany,away,85.0,Goal, Kai Havertz , Serge Gnabry 
415,22,Germany,away,89.0,Goal, Niclas Füllkrug , Leroy Sané 
416,22,Costa Rica,home,93.0,Substitution, Anthony Contreras , Bryan Oviedo 
417,22,Costa Rica,home,93.0,Substitution, Roan Wilson , Yeltsin Tejeda 
418,22,Germany,away,93.0,Substitution, Matthias Ginter , Niklas Süle 
419,23,Belgium,away,45.0,Substitution, Romelu Lukaku , Dries Mertens 
420,23,Belgium,away,59.0,Substitution, Thorgan Hazard , Leandro Trossard 
421,23,Croatia,home,64.0,Substitution, Bruno Petković , Marko Livaja 
422,23,Croatia,home,64.0,Substitution, Mario Pašalić , Andrej Kramarić 
423,23,Belgium,away,66.0,Yellow card, Leander Dendoncker ,sin información
424,23,Belgium,away,72.0,Substitution, Jérémy Doku , Yannick Carrasco 
425,23,Belgium,away,72.0,Substitution, Youri Tielemans , Leander Dendoncker 
426,23,Belgium,away,87.0,Substitution, Eden Hazard , Thomas Meunier 
427,23,Croatia,home,92.0,Substitution, Lovro Majer , Mateo Kovačić 
428,24,Morocco,away,4.0,Goal, Hakim Ziyech ,sin información
429,24,Canada,home,7.0,Yellow card, Junior Hoilett ,sin información
430,24,Morocco,away,23.0,Goal, Youssef En-Nesyri , Achraf Hakimi 
431,24,Canada,home,26.0,Yellow card, Jonathan Osorio ,sin información
432,24,Canada,home,40.0,Own goal, Nayef Aguerd , Own goal 
433,24,Canada,home,47.0,Yellow card, Sam Adekugbe ,sin información
434,24,Canada,home,60.0,Substitution, Atiba Hutchinson , Mark-Anthony Kaye 
435,24,Canada,home,60.0,Substitution, Jonathan David , Cyle Larin 
436,24,Canada,home,61.0,Substitution, Ismaël Koné , Sam Adekugbe 
437,24,Morocco,away,65.0,Substitution, Zakaria Aboukhlal , Sofiane Boufal 
438,24,Morocco,away,65.0,Substitution, Selim Amallah , Abdelhamid Sabiri 
439,24,Canada,home,65.0,Substitution, Richie Laryea , Jonathan Osorio 
440,24,Morocco,away,76.0,Substitution, Abderrazak Hamdallah , Hakim Ziyech 
441,24,Canada,home,76.0,Substitution, David Wotherspoon , Junior Hoilett 
442,24,Morocco,away,77.0,Substitution, Jawad El Yamiq , Azzedine Ounahi 
443,24,Canada,home,84.0,Yellow card, Steven Vitória ,sin información
444,24,Morocco,away,85.0,Substitution, Yahya Jabrane , Achraf Hakimi 
445,25,Argentina,away,39.0,Missed penalty, Lionel Messi , Missed penalty 
446,25,Poland,home,45.0,Substitution, Michał Skóraś , Karol Świderski 
447,25,Poland,home,45.0,Substitution, Jakub Kamiński , Przemysław Frankowski 
448,25,Argentina,away,46.0,Goal, Alexis Mac Allister , Nahuel Molina 
449,25,Argentina,away,49.0,Yellow card, Marcos Acuña ,sin información
450,25,Argentina,away,59.0,Substitution, Leandro Paredes , Ángel Di María 
451,25,Argentina,away,59.0,Substitution, Nicolás Tagliafico , Marcos Acuña 
452,25,Poland,home,62.0,Substitution, Damian Szymański , Krystian Bielik 
453,25,Argentina,away,67.0,Goal, Julián Álvarez , Enzo Fernández 
454,25,Poland,home,72.0,Substitution, Artur Jędrzejczyk , Bartosz Bereszyński 
455,25,Poland,home,78.0,Yellow card, Grzegorz Krychowiak ,sin información
456,25,Argentina,away,79.0,Substitution, Lautaro Martínez , Julián Álvarez 
457,25,Argentina,away,79.0,Substitution, Germán Pezzella , Enzo Fernández 
458,25,Poland,home,83.0,Substitution, Krzysztof Piątek , Grzegorz Krychowiak 
459,25,Argentina,away,84.0,Substitution, Thiago Almada , Alexis Mac Allister 
460,26,Mexico,away,16.0,Yellow card, Edson Álvarez ,sin información
461,26,Saudi Arabia,home,28.0,Yellow card, Saleh Al-Shehri ,sin información
462,26,Saudi Arabia,home,34.0,Yellow card, Ali Al-Hassan ,sin información
463,26,Saudi Arabia,home,37.0,Substitution, Riyadh Sharahili , Ali Al-Bulaihi 
464,26,Mexico,away,45.0,Substitution, Uriel Antuna , Alexis Vega 
465,26,Saudi Arabia,home,45.0,Substitution, Abdullah Madu , Ali Al-Hassan 
466,26,Mexico,away,47.0,Goal, Henry Martín , César Montes 
467,26,Mexico,away,52.0,Goal, Luis Chávez ,sin información
468,26,Saudi Arabia,home,52.0,Yellow card, Hassan Al-Tambakti ,sin información
469,26,Saudi Arabia,home,62.0,Substitution, Abdulrahman Al-Aboud , Saleh Al-Shehri 
470,26,Mexico,away,77.0,Substitution, Carlos Rodríguez , Orbelín Pineda 
471,26,Mexico,away,77.0,Substitution, Raúl Jiménez , Henry Martín 
472,26,Saudi Arabia,home,81.0,Yellow card, Abdullah Madu ,sin información
473,26,Mexico,away,86.0,Substitution, Kevin Álvarez , Jorge Sánchez 
474,26,Mexico,away,86.0,Substitution, Rogelio Funes Mori , Edson Álvarez 
475,26,Saudi Arabia,home,88.0,Substitution, Hattan Bahebri , Sultan Al-Ghanam 
476,26,Saudi Arabia,home,91.0,Yellow card, Abdulelah Al-Amri ,sin información
477,26,Saudi Arabia,home,95.0,Goal, Salem Al-Dawsari , Hattan Bahebri 
478,26,Saudi Arabia,home,97.0,Yellow card, Hattan Bahebri ,sin información
479,27,Tunisia,home,28.0,Yellow card, Wajdi Kechrida ,sin información
480,27,Tunisia,home,58.0,Goal, Wahbi Khazri , Aïssa Laïdouni 
481,27,Tunisia,home,60.0,Substitution, Issam Jebali , Wahbi Khazri 
482,27,France,away,63.0,Substitution, William Saliba , Raphaël Varane 
483,27,France,away,63.0,Substitution, Kylian Mbappé , Kingsley Coman 
484,27,France,away,63.0,Substitution, Adrien Rabiot , Jordan Veretout 
485,27,France,away,73.0,Substitution, Antoine Griezmann , Youssouf Fofana 
486,27,Tunisia,home,74.0,Substitution, Ghailene Chaalali , Mohamed Ali Ben Romdhane 
487,27,France,away,79.0,Substitution, Ousmane Dembélé , Matteo Guendouzi 
488,27,Tunisia,home,83.0,Substitution, Ali Abdi , Anis Ben Slimane 
489,27,France,away,100.0,Disallowed goal,Disallowed goal,sin información
490,28,Australia,home,4.0,Yellow card, Aziz Behich ,sin información
491,28,Australia,home,45.0,Substitution, Keanu Baccus , Craig Goodwin 
492,28,Denmark,away,45.0,Substitution, Alexander Bah , Rasmus Kristensen 
493,28,Australia,home,57.0,Yellow card, Miloš Degenek ,sin información
494,28,Denmark,away,59.0,Substitution, Kasper Dolberg , Martin Braithwaite 
495,28,Denmark,away,59.0,Substitution, Mikkel Damsgaard , Mathias Jensen 
496,28,Australia,home,60.0,Goal, Mathew Leckie , Riley McGree 
497,28,Denmark,away,69.0,Substitution, Robert Skov , Andreas Skov Olsen 
498,28,Denmark,away,70.0,Substitution, Andreas Cornelius , Joakim Mæhle 
499,28,Australia,home,74.0,Substitution, Bailey Wright , Riley McGree 
500,28,Denmark,away,75.0,Yellow card, Robert Skov ,sin información
501,28,Australia,home,82.0,Substitution, Jamie Maclaren , Mitchell Duke 
502,28,Australia,home,89.0,Substitution, Ajdin Hrustić , Mathew Leckie 
503,29,Wales,home,29.0,Yellow card, Daniel James ,sin información
504,29,Wales,home,36.0,Substitution, Connor Roberts , Neco Williams 
505,29,Wales,home,45.0,Substitution, Brennan Johnson , Gareth Bale 
506,29,England,away,50.0,Goal, Marcus Rashford ,sin información
507,29,England,away,51.0,Goal, Phil Foden , Harry Kane 
508,29,England,away,57.0,Substitution, Trent Alexander-Arnold , Kyle Walker 
509,29,England,away,58.0,Substitution, Callum Wilson , Harry Kane 
510,29,England,away,58.0,Substitution, Kalvin Phillips , Declan Rice 
511,29,Wales,home,59.0,Substitution, Joe Morrell , Ben Davies 
512,29,Wales,home,61.0,Yellow card, Aaron Ramsey ,sin información
513,29,England,away,65.0,Substitution, Kieran Trippier , Luke Shaw 
514,29,England,away,68.0,Goal, Marcus Rashford , Kalvin Phillips 
515,29,England,away,76.0,Substitution, Jack Grealish , Marcus Rashford 
516,29,Wales,home,77.0,Substitution, Harry Wilson , Daniel James 
517,29,Wales,home,81.0,Substitution, Rubin Colwill , Joe Allen 
518,30,USA,away,38.0,Goal, Christian Pulisic , Sergiño Dest 
519,30,USA,away,43.0,Yellow card, Tyler Adams ,sin información
520,30,Iran,home,48.0,Substitution, Ali Karimi , Milad Mohammadi 
521,30,USA,away,45.0,Substitution, Brenden Aaronson , Christian Pulisic 
522,30,Iran,home,45.0,Substitution, Saman Ghoddos , Sardar Azmoun 
523,30,USA,away,65.0,Substitution, Kellyn Acosta , Weston McKennie 
524,30,Iran,home,71.0,Substitution, Mehdi Torabi , Ahmad Nourollahi 
525,30,Iran,home,72.0,Substitution, Abolfazl Jalali , Ehsan Hajsafi 
526,30,Iran,home,77.0,Yellow card, Majid Hosseini ,sin información
527,30,USA,away,77.0,Substitution, Haji Wright , Josh Sargent 
528,30,Iran,home,78.0,Substitution, Karim Ansarifard , Ali Gholizadeh 
529,30,USA,away,82.0,Substitution, Shaq Moore , Sergiño Dest 
530,30,USA,away,82.0,Substitution, Walker Zimmerman , Tim Weah 
531,30,Iran,home,83.0,Yellow card, Hossein Kanani ,sin información
532,30,Iran,home,96.0,Yellow card, Abolfazl Jalali ,sin información
533,31,Netherlands,home,26.0,Goal, Cody Gakpo , Davy Klaassen 
534,31,Netherlands,home,49.0,Goal, Frenkie de Jong ,sin información
535,31,Netherlands,home,52.0,Yellow card, Nathan Aké ,sin información
536,31,Qatar,away,64.0,Substitution, Karim Boudiaf , Assim Madibo 
537,31,Qatar,away,64.0,Substitution, Mohammed Muntari , Almoez Ali 
538,31,Qatar,away,64.0,Substitution, Ali Assadalla , Hassan Al Haydos 
539,31,Netherlands,home,66.0,Substitution, Steven Berghuis , Davy Klaassen 
540,31,Netherlands,home,66.0,Substitution, Vincent Janssen , Memphis 
541,31,Netherlands,home,68.0,Disallowed goal,Disallowed goal,sin información
542,31,Netherlands,home,83.0,Substitution, Teun Koopmeiners , Marten de Roon 
543,31,Netherlands,home,83.0,Substitution, Wout Weghorst , Cody Gakpo 
544,31,Qatar,away,85.0,Substitution, Ahmed Alaaeldin , Abdulaziz Hatem 
545,31,Qatar,away,85.0,Substitution, Musaab Khidir , Ismail Mohammad 
546,31,Netherlands,home,86.0,Substitution, Kenneth Taylor , Frenkie de Jong 
547,32,Senegal,away,44.0,Penalty, Ismaïla Sarr , Penalty 
548,32,Ecuador,home,45.0,Substitution, Jeremy Sarmiento , Alan Franco 
549,32,Ecuador,home,45.0,Substitution, José Cifuentes , Carlos Gruezo 
550,32,Ecuador,home,64.0,Substitution, Djorkaeff Reasco , Michael Estrada 
551,32,Senegal,away,66.0,Yellow card, Idrissa Gueye ,sin información
552,32,Ecuador,home,67.0,Goal, Moisés Caicedo , Félix Torres 
553,32,Senegal,away,70.0,Goal, Kalidou Koulibaly ,sin información
554,32,Senegal,away,74.0,Substitution, Nampalys Mendy , Pathé Ciss 
555,32,Senegal,away,75.0,Substitution, Bamba Dieng , Iliman Ndiaye 
